Zaaknummer;Straat;Huisnummer;Huisletter;Toevoeging;Postcode;Plaats;Adres;Kamer;Wetsartikel;"Inhoud uitspraak";"Leges uitspraak";"Datum afdoening";"Type woonruimte";"Huurprijs voor uitspraak";"Huurprijs na uitspraak";"Voorschot sk voor uitspraak";"Voorschot sk na uitspraak";"Bet.verpl. sk voor uitspraak";"Bet.verpl. sk na uitspraak";"Bet.verpl. sk voor uitspraak Bk2";"Bet.verpl. sk na uitspraak Bk2";"Bet.verpl. sk voor uitspraak Bk3";"Bet.verpl. sk na uitspraak Bk3";"Tijdelijk verlaagde huurprijs";"Punten woonruimte";Verzoeker
ZKN-2016-003476;Jadestraat;151;;"KM BG AZ";9743HD;GRONINGEN;"Jadestraat 151 KM BG AZ, 9743HD GRONINGEN";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";22-02-17;Onzelfstandig;;;;;1.595,00;680,96;;;;;;;Huurder
ZKN-2016-003489;"St. Annastraat";103;;"A KM 1";6524EK;NIJMEGEN;"St. Annastraat 103 A KM 1, 6524EK NIJMEGEN";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";06-02-17;Onzelfstandig;;;;;667,59;605,43;;;;;;;Huurder
ZKN-2016-003492;"St. Annastraat";103;;"A KM 3";6524EK;NIJMEGEN;"St. Annastraat 103 A KM 3, 6524EK NIJMEGEN";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";06-02-17;Onzelfstandig;;;;;298,85;261,54;;;;;;;Huurder
ZKN-2016-003495;Havenstraat;43;;1A;1211KG;HILVERSUM;"Havenstraat 43 1A, 1211KG HILVERSUM";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";01-02-17;Zelfstandig;;;;;0;0;;;;;;;Huurder
ZKN-2016-003497;Everaertstraat;1;;;3067VD;ROTTERDAM;"Everaertstraat 1, 3067VD ROTTERDAM";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker en de wederpartij worden beide in het gelijk/ongelijk gesteld";17-02-17;Zelfstandig;;;;;2.552,61;1.276,31;;;;;;;Verhuurder
ZKN-2016-003507;Hillekensacker;2101;;;6546LC;NIJMEGEN;"Hillekensacker 2101, 6546LC NIJMEGEN";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";06-02-17;Zelfstandig;616,73;616,73;;;;;;;;;;;Huurder
ZKN-2016-003534;Noorderstationsstraat;32;;"A KM 1";9717KP;GRONINGEN;"Noorderstationsstraat 32 A KM 1, 9717KP GRONINGEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";03-02-17;Onzelfstandig;525;459,76;;;;;;;;;367,81;;Huurder
ZKN-2016-003539;Edisonstraat;101;;;2561BC;'S-GRAVENHAGE;"Edisonstraat 101, 2561BC 'S-GRAVENHAGE";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";13-02-17;Zelfstandig;;;;;0;492,52;;;;;;;Huurder
ZKN-2016-003540;"J.J. Cremerplein";6;;1;1054TK;AMSTERDAM;"J.J. Cremerplein 6 1, 1054TK AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";07-02-17;Zelfstandig;405,6;;;;;;;;;;243,36;;Huurder
ZKN-2016-003541;"Cornelis Schuytstraat";46;C;;1071JL;AMSTERDAM;"Cornelis Schuytstraat 46 C, 1071JL AMSTERDAM";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";28-02-17;Zelfstandig;;;;;2.970,01;2.937,08;;;;;;;Verhuurder
ZKN-2016-003544;Aureliushof;145;;E;6215SV;MAASTRICHT;"Aureliushof 145 E, 6215SV MAASTRICHT";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";14-02-17;Zelfstandig;;;;;1.658,16;1.655,49;;;;;;;Huurder
ZKN-2016-003549;Drongelenplein;34;;;2134DS;HOOFDDORP;"Drongelenplein 34, 2134DS HOOFDDORP";;"260 BW - afrekening van de servicekosten";Intrekking;"De wederpartij wordt in het gelijk gesteld";22-02-17;Zelfstandig;;;;;;;;;;;;;Huurder
ZKN-2016-003556;Ravenwerf;1;;HS;1018HV;AMSTERDAM;"Ravenwerf 1 HS, 1018HV AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";09-02-17;Zelfstandig;539,44;539,44;;;;;;;;;;;Huurder
ZKN-2016-003570;Lauriergracht;71;;2;1016RH;AMSTERDAM;"Lauriergracht 71 2, 1016RH AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";13-02-17;Zelfstandig;241,29;241,29;;;;;;;;;;;Huurder
ZKN-2016-003639;Ceintuurbaan;316;;1;1072GM;AMSTERDAM;"Ceintuurbaan 316 1, 1072GM AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";20-02-17;Zelfstandig;;;;;;;;;;;;;Huurder
ZKN-2016-003574;Rozenstraat;180;;A;1016PA;AMSTERDAM;"Rozenstraat 180 A, 1016PA AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";13-02-17;Zelfstandig;416,87;416,87;;;;;;;;;;;Huurder
ZKN-2016-003640;"Dirk de Raetlaan";74;;;2241RJ;WASSENAAR;"Dirk de Raetlaan 74, 2241RJ WASSENAAR";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";27-02-17;Zelfstandig;;;;;2.772,35;2.706,11;;;;;;;Verhuurder
ZKN-2016-003642;"Martin Luther Kinglaan";574;;"KM 1 ET VZ LKS";1111LW;DIEMEN;"Martin Luther Kinglaan 574 KM 1 ET VZ LKS, 1111LW DIEMEN";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";09-02-17;Onzelfstandig;;;;;2.016,00;378,47;;;;;;;Huurder
ZKN-2016-003658;Koolstraat;42;;"A KM 2";9717KE;GRONINGEN;"Koolstraat 42 A KM 2, 9717KE GRONINGEN";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";28-02-17;Onzelfstandig;;;;;175;19,38;;;;;;;Huurder
ZKN-2016-003686;Burgwal;35;;"RD B";2011BB;HAARLEM;"Burgwal 35 RD B, 2011BB HAARLEM";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";13-02-17;Zelfstandig;;;;;;724,23;;;;;;;Huurder
ZKN-2016-003689;"De Stoevelaar";15;;3;7471AB;GOOR;"De Stoevelaar 15 3, 7471AB GOOR";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";09-02-17;Zelfstandig;;;;;529,36;529,36;;;;;;;Huurder
ZKN-2016-003693;Grianestraat;15;;1;1055GA;AMSTERDAM;"Grianestraat 15 1, 1055GA AMSTERDAM";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";01-02-17;Zelfstandig;;;;;7.680,00;12;;;;;;;Huurder
ZKN-2016-003696;Meeuwerderweg;30;;"A KM 2";9724ET;GRONINGEN;"Meeuwerderweg 30 A KM 2, 9724ET GRONINGEN";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";23-02-17;Onzelfstandig;;;;;1.400,00;978,53;;;;;;;Huurder
ZKN-2016-003707;Hofmark;335;;;1355JC;ALMERE;"Hofmark 335, 1355JC ALMERE";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";07-02-17;Zelfstandig;738,37;;;;;;;;;;;;Huurder
ZKN-2016-003698;Eyssoniusplein;9;;A2;9714CD;GRONINGEN;"Eyssoniusplein 9 A2, 9714CD GRONINGEN";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";22-02-17;Onzelfstandig;;;;;948;173,59;;;;;;;Huurder
ZKN-2016-003716;"Eerste Atjehstraat";40;;B;1094KN;AMSTERDAM;"Eerste Atjehstraat 40 B, 1094KN AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";13-02-17;Zelfstandig;711;711;;;;;;;;;;;Huurder
ZKN-2016-003728;Parkweg;112;;"B KM 2 1 ET AT";9727HC;GRONINGEN;"Parkweg 112 B KM 2 1 ET AT, 9727HC GRONINGEN";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";28-02-17;Onzelfstandig;;;;;660;53,55;;;;;;;Huurder
ZKN-2016-003788;Egelantiersgracht;14;;B;1015RL;AMSTERDAM;"Egelantiersgracht 14 B, 1015RL AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";13-02-17;Zelfstandig;658,23;658,23;;;;;;;;;;;Huurder
ZKN-2016-003814;Rozengracht;92;;-3;1016NG;AMSTERDAM;"Rozengracht 92 -3, 1016NG AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";13-02-17;Zelfstandig;277,25;;;;;;;;;;90,9;;Huurder
ZKN-2016-003825;Vrolikstraat;52;;2;1091VH;AMSTERDAM;"Vrolikstraat 52 2, 1091VH AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";13-02-17;Zelfstandig;415,54;415,54;;;;;;;;;;;Huurder
ZKN-2016-003866;Zuiderkerkstraat;2;B;"KM 3";9712PZ;GRONINGEN;"Zuiderkerkstraat 2 B KM 3, 9712PZ GRONINGEN";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";20-02-17;Onzelfstandig;;;;;587,73;265,93;;;;;;;Huurder
ZKN-2016-003890;Kerkstraat;33;;;6953BL;DIEREN;"Kerkstraat 33, 6953BL DIEREN";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";06-02-17;Zelfstandig;;;;;1.200,00;622,48;;;;;;;Huurder
ZKN-2016-003893;Eekhoornrade;138;;;2544VD;'S-GRAVENHAGE;"Eekhoornrade 138, 2544VD 'S-GRAVENHAGE";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";14-02-17;Zelfstandig;;;;;827,64;718,98;;;;;;;Huurder
ZKN-2016-003964;Gorechtkade;92;;"C KM VR RTS";9713CG;GRONINGEN;"Gorechtkade 92 C KM VR RTS, 9713CG GRONINGEN";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";20-02-17;Onzelfstandig;;;;;1.080,00;388,32;;;;;;;Huurder
ZKN-2016-003997;Herculeshof;3;;F;6215BA;MAASTRICHT;"Herculeshof 3 F, 6215BA MAASTRICHT";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";14-02-17;Zelfstandig;;;;;1.462,40;1.462,40;;;;;;;Huurder
ZKN-2016-004023;Wingerdweg;331;;;1032AL;AMSTERDAM;"Wingerdweg 331, 1032AL AMSTERDAM";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is redelijk";"De wederpartij wordt in het gelijk gesteld";16-02-17;Zelfstandig;628,76;628,76;;;;;;;;;;;Huurder
ZKN-2016-004027;"Gerrit van Bakelstraat";32;;;5751PT;DEURNE;"Gerrit van Bakelstraat 32, 5751PT DEURNE";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";13-02-17;Zelfstandig;679,59;;;;;;;;;;611,63;;Huurder
ZKN-2016-004059;Goudsbloemstraat;95;;A;1015JK;AMSTERDAM;"Goudsbloemstraat 95 A, 1015JK AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";13-02-17;Zelfstandig;647,3;;;;;;;;;;258,92;;Huurder
ZKN-2016-004079;Zuiderkerkstraat;2;;"B KM 1";9712PZ;GRONINGEN;"Zuiderkerkstraat 2 B KM 1, 9712PZ GRONINGEN";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";22-02-17;Onzelfstandig;;;;;135;107,49;;;;;;;Huurder
ZKN-2016-004080;Zuiderkerkstraat;2;;"B KM 1";9712PZ;GRONINGEN;"Zuiderkerkstraat 2 B KM 1, 9712PZ GRONINGEN";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";22-02-17;Onzelfstandig;;;;;810;532,93;;;;;;;Huurder
ZKN-2016-004095;Haarlemmerdijk;148;;D;1013JJ;AMSTERDAM;"Haarlemmerdijk 148 D, 1013JJ AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";13-02-17;Zelfstandig;562,31;562,31;;;;;;;;;;;Huurder
ZKN-2016-004102;"Het Holsbrink";16;;;7607ZJ;ALMELO;"Het Holsbrink 16, 7607ZJ ALMELO";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";09-02-17;Zelfstandig;710;710;;;;;;;;;;;Huurder
ZKN-2016-004136;"Pieter van Vollenhovenstraat";20;;;8019ZH;ZWOLLE;"Pieter van Vollenhovenstraat 20, 8019ZH ZWOLLE";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is redelijk";"De verzoeker wordt in het gelijk gesteld";01-02-17;Zelfstandig;628;628;;;;;;;;;502,4;;Huurder
ZKN-2016-004148;Scheepersstraat;66;;;2572AL;'S-GRAVENHAGE;"Scheepersstraat 66, 2572AL 'S-GRAVENHAGE";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";13-02-17;Zelfstandig;;;;;600;323,98;;;;;;;Huurder
ZKN-2016-004149;Hooidrift;121;B;"KM RTS";3023KK;ROTTERDAM;"Hooidrift 121 B KM RTS, 3023KK ROTTERDAM";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";09-02-17;Onzelfstandig;;;;;;253,31;;;;;;;Huurder
ZKN-2016-004150;Stationsweg;142;;"1 ET KM B";1815CG;ALKMAAR;"Stationsweg 142 1 ET KM B, 1815CG ALKMAAR";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";14-02-17;Onzelfstandig;;;;;1.090,48;606,73;;;;;;;Huurder
ZKN-2016-004156;Haarlemmerstraat;186;;"A KM 2";2312GH;LEIDEN;"Haarlemmerstraat 186 A KM 2, 2312GH LEIDEN";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";13-02-17;Onzelfstandig;;;;;1.245,78;1.113,19;;;;;;;Huurder
ZKN-2016-004165;"Van Bylandtstraat";83;;D;2562GJ;'S-GRAVENHAGE;"Van Bylandtstraat 83 D, 2562GJ 'S-GRAVENHAGE";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";13-02-17;Zelfstandig;;;;;1.800,00;901,62;;;;;;;Huurder
ZKN-2016-004166;"Van Bylandtstraat";83;;D;2562GJ;'S-GRAVENHAGE;"Van Bylandtstraat 83 D, 2562GJ 'S-GRAVENHAGE";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";13-02-17;Zelfstandig;;;;;1.800,00;891,31;;;;;;;Huurder
ZKN-2016-004167;Herculeshof;7;;H;6215BB;MAASTRICHT;"Herculeshof 7 H, 6215BB MAASTRICHT";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";13-02-17;Zelfstandig;;;;;1.733,17;1.733,17;;;;;;;Huurder
ZKN-2016-004186;"Gerard Doustraat";222;;4;1073XC;AMSTERDAM;"Gerard Doustraat 222 4, 1073XC AMSTERDAM";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";01-02-17;Zelfstandig;;;;;;499,25;;;;;;;Huurder
ZKN-2016-004197;Huidekoperstraat;12;;"2 L";1017ZM;AMSTERDAM;"Huidekoperstraat 12 2 L, 1017ZM AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";13-02-17;Zelfstandig;522,89;522,89;;;;;;;;;;;Huurder
ZKN-2016-004206;"Charles Leickertstraat";5;;3;1062BA;AMSTERDAM;"Charles Leickertstraat 5 3, 1062BA AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";28-02-17;Zelfstandig;691,2;691,2;;;;;;;;;;;Huurder
ZKN-2016-004229;"Kamerlingh Onnesstraat";4;;;9727HM;GRONINGEN;"Kamerlingh Onnesstraat 4, 9727HM GRONINGEN";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";20-02-17;Zelfstandig;;;;;187,5;7,5;;;;;;;Huurder
ZKN-2016-004230;"Kamerlingh Onnesstraat";4;;;9727HM;GRONINGEN;"Kamerlingh Onnesstraat 4, 9727HM GRONINGEN";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";20-02-17;Zelfstandig;;;;;656,25;25,64;;;;;;;Huurder
ZKN-2016-004232;Lingestraat;20;;"A KM 1";9725GR;GRONINGEN;"Lingestraat 20 A KM 1, 9725GR GRONINGEN";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";20-02-17;Onzelfstandig;;;;;283,83;283,83;;;;;;;Huurder
ZKN-2016-004240;Jadestraat;151;;"KM BG AZ";9743HD;GRONINGEN;"Jadestraat 151 KM BG AZ, 9743HD GRONINGEN";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";22-02-17;Onzelfstandig;;;;;444;310,95;;;;;;;Huurder
ZKN-2016-004244;Zoutsteeg;12;;C;1012LX;AMSTERDAM;"Zoutsteeg 12 C, 1012LX AMSTERDAM";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";01-02-17;Onzelfstandig;;;;;;562,29;;;;;;;Huurder
ZKN-2016-004245;"Verlengde Hereweg";32;;"A KM 1";9722AD;GRONINGEN;"Verlengde Hereweg 32 A KM 1, 9722AD GRONINGEN";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";23-02-17;Onzelfstandig;;;;;400;535,54;;;;;;;Huurder
ZKN-2016-004247;"Antoon van Elenstraat";90;;B;6217JP;MAASTRICHT;"Antoon van Elenstraat 90 B, 6217JP MAASTRICHT";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";13-02-17;Zelfstandig;;;;;1.186,45;1.186,45;;;;;;;Huurder
ZKN-2016-004266;Parkweg;285;;;3119CH;SCHIEDAM;"Parkweg 285, 3119CH SCHIEDAM";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";17-02-17;Zelfstandig;;;;;240;0;;;;;;;Huurder
ZKN-2016-004283;Zandstraat;75;D;;4561SE;HULST;"Zandstraat 75 D, 4561SE HULST";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";20-02-17;Zelfstandig;;;;;3.441,48;2.533,46;;;;;;;Huurder
ZKN-2016-004288;Prinsengracht;171;;"KM 31";1015DR;AMSTERDAM;"Prinsengracht 171 KM 31, 1015DR AMSTERDAM";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";13-02-17;Onzelfstandig;;;;;;671,07;;;;;;;Huurder
ZKN-2016-004289;"Hof ter Veste";12;;;4333HE;MIDDELBURG;"Hof ter Veste 12, 4333HE MIDDELBURG";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";20-02-17;Zelfstandig;553,65;553,65;;;;;;;;;;;Huurder
ZKN-2016-004290;Prinsengracht;171;;"KM 31";1015DR;AMSTERDAM;"Prinsengracht 171 KM 31, 1015DR AMSTERDAM";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";13-02-17;Onzelfstandig;;;;;602,81;740,34;;;;;;;Huurder
ZKN-2016-004291;Blankenstraat;74;;;1018SK;AMSTERDAM;"Blankenstraat 74, 1018SK AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";13-02-17;Zelfstandig;362,68;362,68;;;;;;;;;;;Huurder
ZKN-2016-004359;Sint-Jacobstraat;10;;;3011DE;ROTTERDAM;"Sint-Jacobstraat 10, 3011DE ROTTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";28-02-17;Zelfstandig;700;359,61;;;;;;;;;;;Huurder
ZKN-2016-004294;"Feike de Boerlaan";268;;;1019MS;AMSTERDAM;"Feike de Boerlaan 268, 1019MS AMSTERDAM";;"4.3 UHW - melding herstel van gebreken";"Gebreken geheel verholpen";"De verzoeker wordt in het gelijk gesteld";13-02-17;Zelfstandig;217,16;542,89;;;;;;;;;;;Verhuurder
ZKN-2016-004366;Ceramstraat;71;;"A KM 5";9715JM;GRONINGEN;"Ceramstraat 71 A KM 5, 9715JM GRONINGEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";28-02-17;Onzelfstandig;320;207,44;;;;;;;;;;;Huurder
ZKN-2016-004393;Smitstraat;27;;1;1092XP;AMSTERDAM;"Smitstraat 27 1, 1092XP AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";13-02-17;Zelfstandig;623,47;623,47;;;;;;;;;;;Huurder
ZKN-2016-004398;"Vier Heemskinderenstraat";10;;2;1055LG;AMSTERDAM;"Vier Heemskinderenstraat 10 2, 1055LG AMSTERDAM";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is redelijk";"De wederpartij wordt in het gelijk gesteld";01-02-17;Zelfstandig;586,68;586,68;;;;;;;;;;;Huurder
ZKN-2016-004446;Poldermolen;12;;;1135KG;EDAM;"Poldermolen 12, 1135KG EDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";17-02-17;Zelfstandig;390,14;156,06;;;;;;;;;156,06;;Huurder
ZKN-2016-004448;"Peter Huyssenslaan";73;;;6217PH;MAASTRICHT;"Peter Huyssenslaan 73, 6217PH MAASTRICHT";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";13-02-17;Zelfstandig;;;;;115,42;115,42;;;;;;;Huurder
ZKN-2016-004474;Houtzagerssingel;3;;;2512XE;'S-GRAVENHAGE;"Houtzagerssingel 3, 2512XE 'S-GRAVENHAGE";;"4.3 UHW - melding herstel van gebreken";"Gebreken geheel verholpen";"De verzoeker wordt in het gelijk gesteld";10-02-17;Zelfstandig;196,46;197;;;;;;;;;;;Verhuurder
ZKN-2016-004490;Bankastraat;4;;"A KM 4";9715CA;GRONINGEN;"Bankastraat 4 A KM 4, 9715CA GRONINGEN";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";28-02-17;Onzelfstandig;;;;;798,7;630,41;;;;;;;Huurder
ZKN-2016-004504;Eekhoornrade;198;;;2544VE;'S-GRAVENHAGE;"Eekhoornrade 198, 2544VE 'S-GRAVENHAGE";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";14-02-17;Zelfstandig;;;;;353,68;256,31;;;;;;;Huurder
ZKN-2016-004508;Eekhoornrade;198;;;2544VE;'S-GRAVENHAGE;"Eekhoornrade 198, 2544VE 'S-GRAVENHAGE";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";14-02-17;Zelfstandig;;;;;327,45;327,45;;;;;;;Huurder
ZKN-2016-004533;Kapellaan;124;;;1851PE;HEILOO;"Kapellaan 124, 1851PE HEILOO";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";20-02-17;Zelfstandig;;;;;0;7,08;;;;;;;Huurder
ZKN-2016-004577;Aureliushof;147;;E;6215SV;MAASTRICHT;"Aureliushof 147 E, 6215SV MAASTRICHT";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";14-02-17;Zelfstandig;;;;;1.700,04;1.697,37;;;;;;;Huurder
ZKN-2016-004583;Stolwijkstraat;58;;1;1059XZ;AMSTERDAM;"Stolwijkstraat 58 1, 1059XZ AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";01-02-17;Zelfstandig;285,2;285,2;;;;;;;;;;;Huurder
ZKN-2016-004591;Columbusstraat;1;;;1057TM;AMSTERDAM;"Columbusstraat 1, 1057TM AMSTERDAM";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";28-02-17;Zelfstandig;;;;;152,93;122,73;;;;;;;Huurder
ZKN-2016-004593;Zuiderkerkstraat;2;B;"KM 4";9712PZ;GRONINGEN;"Zuiderkerkstraat 2 B KM 4, 9712PZ GRONINGEN";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";16-02-17;Onzelfstandig;;;;;587,73;265,93;;;;;;;Huurder
